shop_id,shop,lat,lng,address,city,state,zip,type
49,SCSA South Coast Safe Access,33.7129422,-117.8411434,1900,Santa Ana,CA,92705,Medical Marijuana Dispensary
50,From The Earth,33.7064569,-117.8646912,3023,Santa Ana,CA,92707,Medical Marijuana Dispensary
51,Peoples OC,33.7105386,-117.8505248,2721,Santa Ana,CA,92705,Medical Marijuana Dispensary
52,Hand N Hand Patient Care,33.7150472,-117.8444299,2400,Santa Ana,CA,92705,Medical Marijuana Dispensary
53,Bud & Bloom,33.719851,-117.852724,1327,Santa Ana,CA,92705,Medical Marijuana Dispensary
54,The WEED - Wellness Earth Energy Dispensary,34.1403471,-118.3837512,11557,Los Angeles,CA,91604,Medical Marijuana Dispensary
55,Apothecary,34.1530991,-118.4687597,15374,Los Angeles,CA,91403,Medical Marijuana Dispensary
56,WHTC - Pre ICO,34.1363812,-118.362165,3760,Los Angeles,CA,91604,Medical Marijuana Dispensary
57,CannaSutra Pre-ICO,34.1413307,-118.372015,11101,Los Angeles,CA,91604,Medical Marijuana Dispensary
58,The Higher Path Collective PRE-ICO,34.1492147,-118.4398425,14080,Los Angeles,CA,91423,Medical Marijuana Dispensary
59,SCC dba Universal Collective,34.1343516,-118.3602862,3625,Los Angeles,CA,90068,Medical Marijuana Dispensary
60,Perennial Holistic Wellness Center,34.1418329,-118.3879959,11705,Los Angeles,CA,91604,Medical Marijuana Dispensary
61,Presidential Collective,33.97073,-117.367181,2804,Riverside,CA,92507,Medical Marijuana Dispensary
62,WONDERLAND 30 CAP COLLECTIVE,34.1063841,-117.3703189,0,Rialto,CA,92376,Medical Marijuana Dispensary
63,EC Mega Meds,32.7947122,-116.9734712,905,El Cajon,CA,92020,Medical Marijuana Dispensary
64,MTR - South LA,33.9908434,-118.2562337,5710,Los Angeles,CA,90011,Medical Marijuana Dispensary
65,CCC Pre-ICO,34.2009945,-118.4258885,13432,Los Angeles,CA,91605,Medical Marijuana Dispensary
66,BONAFIDE COLLECTIVE - Pre ICO,34.2094049,-118.35357,7570,Los Angeles,CA,91352,Medical Marijuana Dispensary
67,Greener Side Wellness,32.7611572,-117.0325746,7640,La Mesa,CA,91942,Medical Marijuana Dispensary
68,Tri City Emerald,33.1864557,-117.2837539,1945,Vista,CA,92083,Medical Marijuana Dispensary
69,OSH,34.3150079,-118.4404127,14064,Los Angeles,CA,91342,Medical Marijuana Dispensary
70,Kush Kingdom,32.7458313,-116.9901822,9612,Spring Valley,CA,91977,Medical Marijuana Dispensary
71,Chubbys Med House,34.0879649,-117.684982,5505,Montclair,CA,91763,Medical Marijuana Dispensary
72,The Tree Club ($45 CAP),32.6076568,-117.0670732,1277,Chula Vista,CA,91911,Medical Marijuana Dispensary
73,WhittierHotBox,33.9174453,-118.0489905,13261,Whittier,CA,90605,Medical Marijuana Dispensary
74,Melrose Herbal Collective 35 CAP - South LA,33.9860423,-118.2596455,859,Los Angeles,CA,90001,Medical Marijuana Dispensary
75,NACCC,33.7897204,-118.3084349,1719,Lomita,CA,90717,Medical Marijuana Dispensary
76,Tender Greens Patient Group of San Pedro,33.7376845,-118.2913613,655,Los Angeles,CA,90731,Medical Marijuana Dispensary
77,THCSD,32.7777437,-117.1150783,3703,San Diego,CA,92108,Medical Marijuana Dispensary
78,Happy Leaf Collective,34.0442797,-118.4323648,2131,Los Angeles,CA,90025,Medical Marijuana Dispensary
79,THC - The Healing Center,34.8489664,-114.6108771,1400,Needles,CA,92363,Medical Marijuana Dispensary
80,UNITED MEDICAL ALLIANCE - Northridge / Reseda / Chatsworth,34.1973579,-118.5353165,18446,Los Angeles,CA,91335,Medical Marijuana Dispensary
81,Gale Green House,34.0118266,-117.9667073,15608,La Puente,CA,91745,Medical Marijuana Dispensary
82,Dank of America,32.8960324,-117.1325881,8977,San Diego,CA,92121,Medical Marijuana Dispensary
83,Southwest Patient Group (Licensed MMCC),32.5464208,-117.0333314,658,San Diego,CA,92173,Medical Marijuana Dispensary
84,Sugar Shack,33.1631008,-117.2052009,2530,Vista,CA,92084,Medical Marijuana Dispensary
85,Jah Healing Caregivers 1 - Big Bear,34.260123,-116.863202,1020,Big Bear,CA,92314,Medical Marijuana Dispensary
86,SunGrow Collective & CBD Center - Palm Springs,33.9246645,-116.5017313,17003,Desert Hot Springs,CA,92240,Medical Marijuana Dispensary
87,Blue Stone Group - Lake Elsinore,33.62469,-117.32241,18925,Lake Elsinore,CA,92530,Medical Marijuana Dispensary
88,MedMen SV,34.228425,-118.373787,8724,Los Angeles,CA,91352,Medical Marijuana Dispensary
89,The High Church - Temecula,33.4332455,-117.1398848,47991,Temecula,CA,92592,Medical Marijuana Dispensary
90,CCI Medical Group - Coachella,33.6721379,-116.181185,51800,Coachella,CA,92236,Medical Marijuana Dispensary
91,THE LAB,33.93215,-118.279095,11227,Los Angeles,CA,90061,Medical Marijuana Dispensary
92,ShowGrow Ramona,33.043337,-116.905479,736,Ramona,CA,92065,Medical Marijuana Dispensary
93,Mr. Naturals 35 Cap,,,0,LA,,,Medical Marijuana Dispensary
94,Dank of America,34.0155309,-118.2012532,1511,Los Angeles,CA,90023,Medical Marijuana Dispensary
95,Organic Green Treatment Center - Prop D Compliant,34.0216046,-118.3290906,3655,Los Angeles,CA,90018,Medical Marijuana Dispensary
96,MedMen WeHo,34.0779182,-118.3945015,8208,Beverly Hills,CA,90210,Medical Marijuana Dispensary
97,ECC Ease Compassion Collective,33.8600562,-117.8868642,2435,Fullerton,CA,92831,Medical Marijuana Dispensary
98,5 Gram Eighths,34.1184549,-117.3132985,1041,San Bernardino,CA,92411,Medical Marijuana Dispensary
99,LAXCC PRE-ICO,33.9619254,-118.4207356,8332,Los Angeles,CA,90045,Medical Marijuana Dispensary
100,Charlottes Web Cafe,33.791155,-118.2482891,1215,Los Angeles,CA,90744,Medical Marijuana Dispensary
101,Harbor Collective,32.6923527,-117.13917,2405,San Diego,CA,92113,Medical Marijuana Dispensary
102,Movals Members Only,33.9395693,-117.2428003,24050,Moreno Valley,CA,92553,Medical Marijuana Dispensary
103,Lights Out Wellness,34.861673,-118.163675,1739,Rosamond,CA,93560,Medical Marijuana Dispensary
104,LOVE IN IT COOPERATIVE,39.306069,-123.798795,10464,Mendocino,CA,95460,Medical Marijuana Dispensary
105,The New VMC - OPEN NOW,34.0300408,-118.3897138,8940,Los Angeles,CA,90034,Medical Marijuana Dispensary
106,Orange Tree Top,,,0,Orange,,,Medical Marijuana Dispensary
107,MCC X,33.71221,-117.08525,32990,Winchester,CA,92596,Medical Marijuana Dispensary
108,The WEED - Wellness Earth Energy Dispensary,34.1403471,-118.3837512,11557,Los Angeles,CA,91604,Medical Marijuana Dispensary
109,GREENWOLF LA Pre ICO,,,0,Los Angeles,,,Medical Marijuana Dispensary
110,Royal Empire Collective,33.977064,-117.522107,6102,Jurupa Valley,CA,91752,Medical Marijuana Dispensary
111,Harvest Collective,33.7455883,-116.7141364,54200,Idyllwild-Pine Cove,CA,92549,Medical Marijuana Dispensary
112,Reefside Health Center,36.9892226,-121.9803872,3110,Santa Cruz,CA,95065,Medical Marijuana Dispensary
113,The Laughing Leaf,33.2129955,-117.2290683,1020,Vista,CA,92084,Medical Marijuana Dispensary
114,G Mile - Hemet,33.743002,-117.108198,31651,Homeland,CA,92548,Medical Marijuana Dispensary
115,White Castle,33.8030764,-117.9481318,10618,Anaheim,CA,92804,Medical Marijuana Dispensary
116,99 High Tide - Malibu,34.0394488,-118.6719611,22775,Malibu,CA,90265,Medical Marijuana Dispensary
117,Telegraph Health Center,37.8193975,-122.2674718,3003,Oakland,CA,94609,Medical Marijuana Dispensary
118,Vallejo Holistic Health Center (VHHC),38.1096869,-122.2533931,539,Vallejo,CA,94590,Medical Marijuana Dispensary
119,MR NICE GUY,34.0376503,-118.2575445,1126,Los Angeles,CA,90015,Medical Marijuana Dispensary
120,The Clinic,37.9624001,-121.2710887,678,Stockton,CA,95205,Medical Marijuana Dispensary
121,92 Pullman,37.2900049,-121.8496466,92,San Jose,CA,95111,Medical Marijuana Dispensary
122,Heaven - Fresno,,,0,Fresno,,,Medical Marijuana Dispensary
123,The Holistic Center - Modesto,37.638608,-120.906109,4819,Modesto,CA,95357,Medical Marijuana Dispensary
124,1 Stop GG,33.7574191,-117.9547305,14136,Garden Grove,CA,92843,Medical Marijuana Dispensary
125,Highlands Health and Wellness,38.6608263,-120.9406703,4020,Shingle Springs,CA,95682,Medical Marijuana Dispensary
126,Mercy Wellness of Cotati,38.3323442,-122.7140066,7950,Cotati,CA,94931,Medical Marijuana Dispensary
127,Purple Star MD,37.7566342,-122.4190327,2520,San Francisco,CA,94110,Medical Marijuana Dispensary
128,Empyrean Care,35.3542678,-119.0335045,2730,Bakersfield,CA,93304,Medical Marijuana Dispensary
129,GLD - Torrance,33.8199472,-118.3081005,1658,Torrance,CA,90501,Medical Marijuana Dispensary
130,Limitless Care Collective,32.8003954,-117.2381076,1737,San Diego,CA,92109,Medical Marijuana Dispensary
131,Green Star Medical,,,0,Fontana,,,Medical Marijuana Dispensary
132,Herban Legend,39.4036597,-123.8085709,17875,Fort Bragg,CA,95437,Medical Marijuana Dispensary
133,"The Kind Center, Inc.",34.2130467,-118.5007831,7832,Los Angeles,CA,91406,Medical Marijuana Dispensary
134,Huntington Beachs Green Wave,33.7054774,-117.9897624,17685,Huntington Beach,CA,92647,Medical Marijuana Dispensary
135,Apothekare,32.835038,-117.1520344,5125,San Diego,CA,92111,Medical Marijuana Dispensary
136,House of Champions,33.9528889,-118.3617761,401,Inglewood,CA,90301,Medical Marijuana Dispensary
137,Mankind Cooperative,,,0,San Diego,,,Medical Marijuana Dispensary
138,Green Remedy,37.978216,-122.331622,2928,Richmond,CA,94806,Medical Marijuana Dispensary
139,Mallgreens - Clovis,,,0,Fresno,,,Medical Marijuana Dispensary
140,Upland Cannabis Club,34.1064709,-117.6904928,2006,Upland,CA,91786,Medical Marijuana Dispensary
141,Bellflower Garden,33.875068,-118.1279023,9631,Bellflower,CA,90706,Medical Marijuana Dispensary
142,Cookies SF,37.7153736,-122.4421476,5234,San Francisco,CA,94112,Medical Marijuana Dispensary
143,Monterey Bay Alternative Medicine,36.5988252,-121.8502699,800,Del Rey Oaks,CA,93940,Medical Marijuana Dispensary
144,Organic Greens Collective,34.4340242,-119.8286783,298,Goleta,CA,93117,Medical Marijuana Dispensary
145,Collective Efforts,38.5252226,-121.4762971,2831,Sacramento,CA,95820,Medical Marijuana Dispensary
146,SCCC,38.6560356,-121.4698138,135,Sacramento,CA,95838,Medical Marijuana Dispensary
147,11th St. Well-Health,37.739246,-121.400408,7650,Tracy,CA,95304,Medical Marijuana Dispensary
148,PCH,33.724223,-118.076022,16400,Huntington Beach,CA,90742,Medical Marijuana Dispensary
149,Tahoe Wellness Cooperative,38.9462121,-119.9655819,3445,South Lake Tahoe,CA,96150,Medical Marijuana Dispensary
150,Leave it to Nature,40.6797332,-122.3520711,5340,Shasta Lake,CA,96019,Medical Marijuana Dispensary
151,Green Mammoth,37.6454943,-118.9682919,94,Mammoth Lakes,CA,93546,Medical Marijuana Dispensary
152,The Goodfellas,37.3396978,-120.592565,3600,Atwater,CA,95301,Medical Marijuana Dispensary
153,Kure Wellness,39.1965313,-123.1924809,800,Ukiah,CA,95482,Medical Marijuana Dispensary
154,CALI RELEAF,33.7891263,-118.3130451,1930,Lomita,CA,90717,Medical Marijuana Dispensary
155,MAC MIRAGE ALTERNATIVE CARE,34.1257787,-117.2783685,1435,San Bernardino,CA,92404,Medical Marijuana Dispensary
156,Green Lady 24 Hours,,,0,Chula Vista,,,Medical Marijuana Dispensary
157,Bomb Buds - Upland,34.095299,-117.6480235,134,Upland,CA,91786,Medical Marijuana Dispensary
158,The Lakeside Collective,33.660728,-117.3802847,15573,Lake Elsinore,CA,92530,Medical Marijuana Dispensary
159,Empire SD,32.7369121,-117.013865,8622,Spring Valley,CA,91977,Medical Marijuana Dispensary
160,Gardenas Med Center,33.8818814,-118.2904777,841,Gardena,CA,90247,Medical Marijuana Dispensary
161,Green Mile Collective,34.8589431,-118.1640245,2613,Rosamond,CA,93560,Medical Marijuana Dispensary
162,The Heights Collective,33.9876035,-117.8828154,19261,Rowland Heights,CA,91748,Medical Marijuana Dispensary
163,CMC - Costa Mesa Church of ONAC,33.6470936,-117.9197567,2001,Costa Mesa,CA,92627,Medical Marijuana Dispensary
164,HIGHWAY 99 COLLECTIVE,35.4447049,-119.0874325,19456,Bakersfield,CA,93308,Medical Marijuana Dispensary
165,Clean Green 40 CAP 5G FTP,,,0,Torrance,,,Medical Marijuana Dispensary
166,Fire Station - Corona,33.8370109,-117.522807,19470,Corona,CA,92881,Medical Marijuana Dispensary
167,Broadway Greens,32.8074428,-116.9338724,1351,El Cajon,CA,92021,Medical Marijuana Dispensary
168,Diamond Collective,32.779768,-117.0183324,5555,La Mesa,CA,91942,Medical Marijuana Dispensary
169,FAMOUS ROOTS,34.2901165,-118.412149,12708,Los Angeles,CA,91342,Medical Marijuana Dispensary
170,Green Solutions,34.07029,-117.3958797,0,Bloomington,CA,,Medical Marijuana Dispensary
171,Golden Valley Collective,33.913767,-117.4629187,3911,Riverside,CA,92503,Medical Marijuana Dispensary
172,The Red Door 30 CAP,33.782509,-118.233228,2304,Los Angeles,CA,90744,Medical Marijuana Dispensary
173,Holistic Pain Relief - Prop D Compliant,33.985456,-118.3118286,5993,Los Angeles,CA,90047,Medical Marijuana Dispensary
174,Green Gold Cultivators,38.188751,-120.675326,568,San Andreas,CA,95249,Medical Marijuana Dispensary
175,TREE HOUSE COLLECTIVE,33.1825738,-117.2175966,1526,Vista,CA,92084,Medical Marijuana Dispensary
176,H Street Patient Care,34.839478,-114.608139,221,Needles,CA,92363,Medical Marijuana Dispensary
177,ELAC,34.0173479,-118.1439611,5910,East Los Angeles,CA,90022,Medical Marijuana Dispensary
178,The Gas Station LA 30CAP,33.951768,-118.277832,9300,Los Angeles,CA,90003,Medical Marijuana Dispensary
179,Euclid Medical Center (EMC),33.7745094,-117.9622546,9757,Garden Grove,CA,92844,Medical Marijuana Dispensary
180,Urban Pharm,37.7748242,-122.4157371,132,San Francisco,CA,94103,Medical Marijuana Dispensary
181,HGC - Holistic Gardens Collective,33.7391405,-117.0745376,33671,Hemet,CA,92545,Medical Marijuana Dispensary
182,Palm Springs Safe Access (PSSA),33.8060746,-116.4934253,1247,Palm Springs,CA,92264,Medical Marijuana Dispensary
183,The Green Rose,34.083677,-118.2998125,4569,Los Angeles,CA,90029,Medical Marijuana Dispensary
184,LA FLIGHT CLUB,34.002341,-118.277761,4524,Los Angeles,CA,90037,Medical Marijuana Dispensary
185,First Hemp Bank,37.7998996,-122.2150035,3480,Oakland,CA,94602,Medical Marijuana Dispensary
186,Sun Valley Caregivers 35 CAP SVC,34.2374698,-118.3703608,11000,Los Angeles,CA,91352,Medical Marijuana Dispensary
187,Main Spot (PRE-ICO),33.9364035,-118.2736522,10950,Los Angeles,CA,90061,Medical Marijuana Dispensary
188,Point Loma Patient Consumer Co-Op - Ocean Beach,32.7562668,-117.2082649,3452,San Diego,CA,92110,Medical Marijuana Dispensary
189,Zen Noho pre-ICO,34.1638419,-118.3700182,5142,Los Angeles,CA,91601,Medical Marijuana Dispensary
190,Whittier Daily Greens,33.9900541,-118.0647446,10710,Whittier,CA,90606,Medical Marijuana Dispensary
191,GMC,34.0839026,-118.3547386,7559,Los Angeles,CA,90046,Medical Marijuana Dispensary
192,MedLogic Inc. - Perris,33.7821372,-117.2439526,802,Perris,CA,92570,Medical Marijuana Dispensary
193,NATUREs CURE INC (PRE-ICO),33.9450117,-118.3724138,5300,Los Angeles,CA,90045,Medical Marijuana Dispensary
194,New Amsterdam Naturals PRE-ICO (NNCC),34.0289001,-118.3926116,9021,Los Angeles,CA,90034,Medical Marijuana Dispensary
195,Higher Level of Care,36.7662882,-121.7585964,10665,Castroville,CA,95012,Medical Marijuana Dispensary
196,Torrey Holistics,32.898175,-117.2219147,10671,San Diego,CA,92121,Medical Marijuana Dispensary
197,ALL THE WAY UP,33.9160764,-117.2742118,14111,Moreno Valley,CA,92553,Medical Marijuana Dispensary
198,HB Secret Stash,33.6798826,-117.9885594,19480,Huntington Beach,CA,92648,Medical Marijuana Dispensary
199,The Blvd,33.8961478,-118.2289261,401,Compton,CA,90220,Medical Marijuana Dispensary
200,Airfield Supply Company,37.3568083,-121.9318392,1190,San Jose,CA,95110,Medical Marijuana Dispensary
201,The 7G Heaven,34.0340286,-118.2609856,1431,Los Angeles,CA,90015,Medical Marijuana Dispensary
202,TMC,34.2080285,-118.5530868,7550,Los Angeles,CA,91335,Medical Marijuana Dispensary
203,Green Earth Farmacie,34.2117859,-118.462512,7756,Los Angeles,CA,91405,Medical Marijuana Dispensary
204,Alpine Alternative - Sacramento,38.535427,-121.4075181,8112,Sacramento,CA,95826,Medical Marijuana Dispensary
205,The Green Kitty,34.004173,-117.4881182,9346,Riverside,CA,92509,Medical Marijuana Dispensary
206,Trichome City,,,0,Escondido,,,Medical Marijuana Dispensary
207,Temecula Holistic Health,33.4882369,-117.1443506,28822,Temecula,CA,92590,Medical Marijuana Dispensary
208,KindPeoples,36.9856884,-121.9826074,3600,Santa Cruz,CA,95062,Medical Marijuana Dispensary
209,Santa Barbara Care Center,34.435054,-119.827076,5814,Goleta,CA,93117,Medical Marijuana Dispensary
210,The Peoples Remedy,37.654568,-121.023809,1350,Modesto,CA,95351,Medical Marijuana Dispensary
211,Northstar Holistic Collective,38.586715,-121.4864287,1236,Sacramento,CA,95814,Medical Marijuana Dispensary
212,Malibu Community Collective,34.0399099,-118.6655572,22523,Malibu,CA,90265,Medical Marijuana Dispensary
213,DANNK CITY,34.197528,-118.1592289,3021,Altadena,CA,91001,Medical Marijuana Dispensary
214,Fullerton Flowers,33.8649105,-117.9421407,601,Fullerton,CA,92832,Medical Marijuana Dispensary
215,Anaheim Healing Center,33.8336681,-117.9589649,126,Anaheim,CA,92801,Medical Marijuana Dispensary
216,TRD - DOWNTOWN LONG BEACH,33.8113701,-118.2234229,0,Long Beach,CA,90810,Medical Marijuana Dispensary
217,Revolution Emporium,39.1906217,-123.2074776,3081,Ukiah,CA,95482,Medical Marijuana Dispensary
218,1944 Ocean Cooperative - San Francisco,37.7259398,-122.4635402,1944,San Francisco,CA,94127,Medical Marijuana Dispensary
219,7 Stars Holistic Healing Center,,,0,Richmond,,,Medical Marijuana Dispensary
220,Baked Brothers,34.1101738,-118.1910462,5858,Los Angeles,CA,90042,Medical Marijuana Dispensary
221,Pacific HighLife,,,0,Pacific Beach,,,Medical Marijuana Dispensary
222,Farm Fresh Medical Marijuana Dispensary,34.4985486,-114.3472859,790,Lake Havasu City,AZ,86403,Medical Marijuana Dispensary
223,CANOGAs BEST DEALS - PRE-ICO,34.1999788,-118.6005763,7125,Los Angeles,CA,91303,Medical Marijuana Dispensary
224,Garden of Eden,37.6853373,-122.0928486,21227,Hayward,CA,94541,Medical Marijuana Dispensary
225,TRD - LONG BEACH,33.8640647,-118.1766294,0,Long Beach,CA,90805,Medical Marijuana Dispensary
226,420 XCHANGE,33.7744354,-117.9778776,8851,Garden Grove,CA,92844,Medical Marijuana Dispensary
227,Green Nature Collective La Mesa,32.755318,-117.0434474,7180,La Mesa,CA,91942,Medical Marijuana Dispensary
228,Top Shop - Upland,34.095299,-117.6480235,134,Upland,CA,91786,Medical Marijuana Dispensary
229,HAPPY LIFE,33.787723,-118.307317,25916,Los Angeles,CA,90710,Medical Marijuana Dispensary
230,Pharmers Reserve Collective,32.7912698,-116.9627574,416,El Cajon,CA,92020,Medical Marijuana Dispensary
231,APC,33.8037207,-117.9402741,1671,Anaheim,CA,92802,Medical Marijuana Dispensary
232,Divine Vitality,35.3539201,-119.0033881,102,Bakersfield,CA,93304,Medical Marijuana Dispensary
233,Jaydens Journey,37.7123115,-121.0014901,5054,Modesto,CA,95356,Medical Marijuana Dispensary
234,West Coast Collective,32.710915,-116.997053,741,Spring Valley,CA,91977,Medical Marijuana Dispensary
235,Chula Vista Clinic,32.6124111,-117.0683634,1144,Chula Vista,CA,91911,Medical Marijuana Dispensary
236,30 Cap Collective,33.918399,-117.485469,11004,Riverside,CA,92505,Medical Marijuana Dispensary
237,SYLMAR WELLNESS CENTER,34.3016001,-118.4628824,12777,Los Angeles,CA,91342,Medical Marijuana Dispensary
238,HGC 35CAP - Gardena,33.8823963,-118.291087,16400,Gardena,CA,90247,Medical Marijuana Dispensary
239,Western TLC Collective,,,0,Los Angeles,,,Medical Marijuana Dispensary
240,MCIII - Cure Compassion - Pre ICO,34.21111,-118.356072,7674,Los Angeles,CA,91352,Medical Marijuana Dispensary
241,ShowGrow Presented by AHPS,34.0272259,-118.253205,824,Los Angeles,CA,90021,Medical Marijuana Dispensary
242,Circle City Collective - Corona / Norco,33.8770988,-117.5234555,13627,Corona,CA,92879,Medical Marijuana Dispensary
243,NHC: NATURAL HEALTH,34.1472344,-118.0695254,3843,Pasadena,CA,91107,Medical Marijuana Dispensary
244,"Marina Caregivers, Inc.",33.9908708,-118.4458458,13453,Marina del Rey,CA,90292,Medical Marijuana Dispensary
245,SURF CITY 30 CAP COLLECTIVE,33.7215505,-118.0421,16561,Huntington Beach,CA,92649,Medical Marijuana Dispensary
246,MedMart 30 CAP,33.98528,-118.2785988,5977,Los Angeles,CA,90003,Medical Marijuana Dispensary
247,HNH Holistic Natural Healing - Wilmington,33.779555,-118.261523,735,Los Angeles,CA,90744,Medical Marijuana Dispensary
248,Stellar Cellar - Perris,33.785748,-117.221176,41,Perris,CA,92570,Medical Marijuana Dispensary
249,Medical Caregivers Co-Op,34.0598827,-118.2157855,1039,Los Angeles,CA,90033,Medical Marijuana Dispensary
250,VHC Pre-ICO,34.230119,-118.376643,11300,Los Angeles,CA,91352,Medical Marijuana Dispensary
251,420 Central,33.7130742,-117.8731869,420,Santa Ana,CA,92707,Medical Marijuana Dispensary
252,HACC - Torrance,33.8318496,-118.3070771,1613,Torrance,CA,90501,Medical Marijuana Dispensary
253,Green Gopher,33.201592,-117.245821,430,Vista,CA,92083,Medical Marijuana Dispensary
254,Cannaclub 30,33.9035567,-118.2339059,537,Compton,CA,90222,Medical Marijuana Dispensary
255,Happy Daze 35,33.9679833,-118.2248662,7800,Huntington Park,CA,90255,Medical Marijuana Dispensary
256,Canna Wellness Center,33.9303246,-117.2267508,13121,Moreno Valley,CA,92553,Medical Marijuana Dispensary
257,HHC - Healthy Herbal Care,34.2002053,-118.4665522,7123,Los Angeles,CA,91405,Medical Marijuana Dispensary
